datetime,portfolio_value,cash,positions,return
2022-01-22 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-01-24 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-01-25 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-01-26 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-01-27 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-01-28 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-01-29 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-01-31 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-01 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-02 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-03 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-04 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-05 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-07 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-08 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-09 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-10 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-11 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-12 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-14 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-15 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-16 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-17 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-18 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-19 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-22 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-23 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-24 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-25 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-26 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-02-28 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-03-01 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-03-02 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-03-03 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-03-04 09:30:00-05:00,114998.76568908691,114998.76568908691,"[{'asset': USD, 'quantity': 114998.76568908691}]",0.0
2022-03-05 09:30:00-05:00,114998.76568908693,172486.6263458252,"[{'asset': USD, 'quantity': 172486.6263458252}, {'asset': GOOG, 'quantity': -431.0}]",2.220446049250313e-16
2022-03-07 09:30:00-05:00,115635.99934692384,172486.6263458252,"[{'asset': USD, 'quantity': 172486.6263458252}, {'asset': GOOG, 'quantity': -431.0}]",0.005541221716759637
2022-03-08 09:30:00-05:00,118072.65932006837,172486.6263458252,"[{'asset': USD, 'quantity': 172486.6263458252}, {'asset': GOOG, 'quantity': -431.0}]",0.021071811433342802
2022-03-09 09:30:00-05:00,115853.22897644044,172486.6263458252,"[{'asset': USD, 'quantity': 172486.6263458252}, {'asset': GOOG, 'quantity': -431.0}]",-0.01879715724545128
2022-03-10 09:30:00-05:00,115826.29147644044,172486.6263458252,"[{'asset': USD, 'quantity': 172486.6263458252}, {'asset': GOOG, 'quantity': -431.0}]",-0.00023251402000612487
2022-03-11 09:30:00-05:00,114732.84337158204,172486.6263458252,"[{'asset': USD, 'quantity': 172486.6263458252}, {'asset': GOOG, 'quantity': -431.0}]",-0.009440413665327552
2022-03-12 09:30:00-05:00,114732.84337158204,172486.6263458252,"[{'asset': USD, 'quantity': 172486.6263458252}, {'asset': GOOG, 'quantity': -431.0}]",0.0
2022-03-14 09:30:00-04:00,117430.03947753907,172486.6263458252,"[{'asset': USD, 'quantity': 172486.6263458252}, {'asset': GOOG, 'quantity': -431.0}]",0.023508491785753982
2022-03-15 09:30:00-04:00,116025.6263458252,172486.6263458252,"[{'asset': USD, 'quantity': 172486.6263458252}, {'asset': GOOG, 'quantity': -431.0}]",-0.01195957301864392
2022-03-16 09:30:00-04:00,115025.27571411134,172486.6263458252,"[{'asset': USD, 'quantity': 172486.6263458252}, {'asset': GOOG, 'quantity': -431.0}]",-0.008621807640427859
2022-03-17 09:30:00-04:00,114782.6211883545,172486.6263458252,"[{'asset': USD, 'quantity': 172486.6263458252}, {'asset': GOOG, 'quantity': -431.0}]",-0.0021095756932584253
2022-03-18 09:30:00-04:00,114782.6211883545,172486.6263458252,"[{'asset': USD, 'quantity': 172486.6263458252}, {'asset': GOOG, 'quantity': -431.0}]",0.0
2022-03-19 09:30:00-04:00,114782.6211883545,172486.6263458252,"[{'asset': USD, 'quantity': 172486.6263458252}, {'asset': GOOG, 'quantity': -431.0}]",0.0
2022-03-21 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",-0.0231589809030619
2022-03-22 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-03-23 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-03-24 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-03-25 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-03-26 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-03-28 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-03-29 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-03-30 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-03-31 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-01 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-02 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-04 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-05 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-06 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-07 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-08 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-09 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-11 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-12 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-13 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-14 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-15 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-18 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-19 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-20 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-21 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-22 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-23 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-25 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-26 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-27 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-28 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-29 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-04-30 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-02 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-03 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-04 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-05 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-06 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-07 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-09 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-10 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-11 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-12 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-13 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-14 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-16 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-17 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-18 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-19 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-20 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-21 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-23 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-24 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-25 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-26 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-27 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-28 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-05-31 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-01 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-02 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-03 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-04 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-06 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-07 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-08 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-09 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-10 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-11 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-13 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-14 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-15 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-16 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-17 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-18 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-21 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-22 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-23 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-24 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-25 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-27 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-28 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-29 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-06-30 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-01 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-02 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-05 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-06 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-07 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-08 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-09 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-11 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-12 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-13 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-14 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-15 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-16 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-18 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-19 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-20 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-21 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-22 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-23 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-25 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-26 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-27 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-28 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-29 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-07-30 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-01 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-02 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-03 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-04 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-05 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-06 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-08 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-09 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-10 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-11 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-12 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-13 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-15 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-16 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-17 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-18 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-19 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-20 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-22 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-23 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-24 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-25 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-26 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-27 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-29 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-30 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-08-31 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-01 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-02 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-03 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-06 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-07 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-08 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-09 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-10 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-12 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-13 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-14 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-15 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-16 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-17 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-19 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-20 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-21 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-22 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-23 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-24 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-26 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-27 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-28 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-29 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-09-30 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-10-01 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
2022-10-03 09:30:00-04:00,112124.37265625001,112124.37265625001,"[{'asset': USD, 'quantity': 112124.37265625001}]",0.0
